Light Level : 96.6666666667 lx | Presence: 1 | Timestamp: 1466122052
Light Level : 95.8333333333 lx | Presence: 1 | Timestamp: 1466122106
Light Level : 98.3333333333 lx | Presence: 1 | Timestamp: 1466122112
Light Level : 50.0 lx | Presence: 1 | Timestamp: 1466122167
Light Level : 19.1666666667 lx | Presence: 1 | Timestamp: 1466122172
Light Level : 19.1666666667 lx | Presence: 1 | Timestamp: 1466122227
Light Level : 19.1666666667 lx | Presence: 1 | Timestamp: 1466122232
Light Level : 18.3333333333 lx | Presence: 1 | Timestamp: 1466122287
Light Level : 17.5 lx | Presence: 1 | Timestamp: 1466122292
Light Level : 17.5 lx | Presence: 1 | Timestamp: 1466122347
Light Level : 17.5 lx | Presence: 1 | Timestamp: 1466122352
Light Level : 17.5 lx | Presence: 0 | Timestamp: 1466122407
Light Level : 16.6666666667 lx | Presence: 0 | Timestamp: 1466122413
Light Level : 16.6666666667 lx | Presence: 0 | Timestamp: 1466122467
Light Level : 15.8333333333 lx | Presence: 0 | Timestamp: 1466122473
Light Level : 15.8333333333 lx | Presence: 1 | Timestamp: 1466122527
Light Level : 15.8333333333 lx | Presence: 0 | Timestamp: 1466122533
Light Level : 15.8333333333 lx | Presence: 1 | Timestamp: 1466122587
Light Level : 15.8333333333 lx | Presence: 1 | Timestamp: 1466122593
Light Level : 15.8333333333 lx | Presence: 1 | Timestamp: 1466122647
Light Level : 15.8333333333 lx | Presence: 1 | Timestamp: 1466122653
Light Level : 15.8333333333 lx | Presence: 1 | Timestamp: 1466122707
Light Level : 15.8333333333 lx | Presence: 1 | Timestamp: 1466122713
Light Level : 15.8333333333 lx | Presence: 1 | Timestamp: 1466122767
Light Level : 15.8333333333 lx | Presence: 1 | Timestamp: 1466122773
Light Level : 15.8333333333 lx | Presence: 1 | Timestamp: 1466122827
Light Level : 15.8333333333 lx | Presence: 1 | Timestamp: 1466122833
Light Level : 15.8333333333 lx | Presence: 0 | Timestamp: 1466122887
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466122893
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466122947
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466122953
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466123007
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466123013
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466123067
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466123073
Light Level : 15.8333333333 lx | Presence: 1 | Timestamp: 1466123127
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466123133
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466123187
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466123193
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466123248
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466123253
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466123308
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466123313
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466123368
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466123373
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466123428
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466123433
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466123488
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466123493
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466123548
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466123553
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466123608
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466123614
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466123668
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466123674
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466123728
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466123734
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466123788
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466123794
Light Level : 14.1666666667 lx | Presence: 1 | Timestamp: 1466123848
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466123854
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466123908
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466123914
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466123968
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466123974
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466124028
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466124034
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466124088
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466124094
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466124148
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466124154
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466124208
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466124214
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466124268
Light Level : 14.1666666667 lx | Presence: 1 | Timestamp: 1466124274
Light Level : 14.1666666667 lx | Presence: 1 | Timestamp: 1466124328
Light Level : 14.1666666667 lx | Presence: 1 | Timestamp: 1466124334
Light Level : 14.1666666667 lx | Presence: 0 | Timestamp: 1466124388
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466124394
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466124448
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466124454
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466124508
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466124514
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466124568
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466124574
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466124628
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466124634
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466124688
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466124694
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466124748
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466124754
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466124808
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466124814
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466124868
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466124874
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466124928
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466124934
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466124988
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466124994
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466125048
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466125054
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466125109
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466125114
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466125169
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466125174
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466125229
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466125234
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466125289
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466125294
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466125349
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466125355
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466125409
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466125415
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466125469
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466125475
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466125529
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466125535
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466125589
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466125595
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466125649
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466125655
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466125709
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466125715
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466125769
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466125775
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466125829
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466125835
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466125889
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466125895
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466125949
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466125955
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466126009
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466126015
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466126069
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466126075
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466126129
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466126135
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466126189
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466126195
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466126249
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466126255
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466126309
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466126315
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466126369
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466126375
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466126429
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466126435
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466126490
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466126495
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466126550
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466126555
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466126610
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466126615
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466126670
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466126675
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466126730
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466126735
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466126790
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466126795
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466126850
Light Level : 14.1666666667 lx | Presence: 1 | Timestamp: 1466126856
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466126910
Light Level : 14.1666666667 lx | Presence: 0 | Timestamp: 1466126916
Light Level : 14.1666666667 lx | Presence: 0 | Timestamp: 1466126970
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466126976
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466127030
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466127036
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466127090
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466127096
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466127150
Light Level : 14.1666666667 lx | Presence: 1 | Timestamp: 1466127156
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466127210
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466127216
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466127270
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466127276
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466127330
Light Level : 14.1666666667 lx | Presence: 1 | Timestamp: 1466127336
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466127390
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466127396
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466127450
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466127456
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466127510
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466127516
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466127571
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466127576
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466127631
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466127636
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466127691
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466127696
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466127751
Light Level : 14.1666666667 lx | Presence: 1 | Timestamp: 1466127756
Light Level : 14.1666666667 lx | Presence: 0 | Timestamp: 1466127811
Light Level : 14.1666666667 lx | Presence: 1 | Timestamp: 1466127816
Light Level : 14.1666666667 lx | Presence: 1 | Timestamp: 1466127871
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466127877
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466127931
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466127937
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466127991
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466127997
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466128051
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466128057
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466128106
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466128111
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466128117
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466128171
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466128177
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466128231
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466128237
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466128238
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466128291
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466128297
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466128351
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466128357
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466128411
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466128417
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466128471
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466128477
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466128531
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466128537
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466128591
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466128597
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466128651
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466128657
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466128711
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466128717
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466128771
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466128777
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466128831
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466128837
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466128891
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466128897
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466128951
Light Level : 14.1666666667 lx | Presence: 1 | Timestamp: 1466128957
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466129011
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466129017
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466129071
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466129077
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466129131
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466129137
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466129191
Light Level : 14.1666666667 lx | Presence: 1 | Timestamp: 1466129197
Light Level : 13.3333333333 lx | Presence: 1 | Timestamp: 1466129251
Light Level : 13.3333333333 lx | Presence: 1 | Timestamp: 1466129257
Light Level : 14.1666666667 lx | Presence: 1 | Timestamp: 1466129311
Light Level : 15.8333333333 lx | Presence: 1 | Timestamp: 1466129317
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466129371
Light Level : 15.8333333333 lx | Presence: 1 | Timestamp: 1466129377
Light Level : 15.8333333333 lx | Presence: 1 | Timestamp: 1466129431
Light Level : 15.8333333333 lx | Presence: 0 | Timestamp: 1466129437
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466129492
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466129497
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466129552
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466129557
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466129612
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466129617
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466129672
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466129677
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466129732
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466129737
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466129792
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466129797
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466129852
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466129857
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466129912
Light Level : 15.8333333333 lx | Presence: 1 | Timestamp: 1466129917
Light Level : 15.8333333333 lx | Presence: 1 | Timestamp: 1466129972
Light Level : 15.8333333333 lx | Presence: 1 | Timestamp: 1466129977
Light Level : 15.8333333333 lx | Presence: 1 | Timestamp: 1466130032
Light Level : 15.8333333333 lx | Presence: 1 | Timestamp: 1466130037
Light Level : 15.8333333333 lx | Presence: 0 | Timestamp: 1466130092
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466130097
Light Level : 15.0 lx | Presence: 0 | Timestamp: 1466130152
Light Level : 15.8333333333 lx | Presence: 1 | Timestamp: 1466130158
Light Level : 15.8333333333 lx | Presence: 1 | Timestamp: 1466130212
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466130218
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466130272
Light Level : 15.8333333333 lx | Presence: 1 | Timestamp: 1466130278
Light Level : 15.0 lx | Presence: 1 | Timestamp: 1466130332
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466130338
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466130392
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466130398
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466130452
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466130458
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466130512
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466130518
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466130572
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466130578
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466130632
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466130638
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466130692
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466130698
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466130752
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466130758
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466130812
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466130818
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466130872
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466130878
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466130932
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466130938
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466130993
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466130998
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466131053
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466131058
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466131113
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466131118
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466131173
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466131178
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466131233
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466131238
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466131293
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466131298
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466131353
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466131358
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466131413
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466131418
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466131473
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466131478
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466131533
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466131538
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466131593
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466131598
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466131653
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466131658
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466131713
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466131719
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466131773
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466131779
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466131833
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466131839
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466131893
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466131899
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466131953
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466131959
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466132013
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466132019
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466132073
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466132079
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466132133
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466132139
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466132193
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466132199
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466132253
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466132259
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466132313
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466132319
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466132373
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466132379
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466132433
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466132439
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466132493
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466132499
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466132553
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466132559
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466132613
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466132619
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466132673
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466132679
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466132733
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466132739
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466132793
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466132799
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466132853
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466132859
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466132913
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466132919
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466132973
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466132979
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466133034
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466133039
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466133094
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466133099
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466133154
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466133159
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466133214
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466133219
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466133274
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466133279
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466133334
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466133339
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466133394
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466133399
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466133454
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466133459
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466133514
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466133519
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466133574
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466133579
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466133634
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466133639
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466133694
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466133699
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466133754
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466133759
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466133814
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466133819
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466133874
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466133879
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466133934
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466133939
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466133994
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466133999
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466134054
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466134060
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466134114
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466134120
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466134174
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466134180
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466134234
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466134240
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466134294
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466134300
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466134354
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466134360
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466134414
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466134420
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466134474
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466134480
Light Level : 0.0 lx | Presence: 0 | Timestamp: 1466134534
Light Level : 0.0 lx | Presence: 1 | Timestamp: 1466134540
